"","Date.Of.Stop","Time.Of.Stop","Agency","SubAgency","Description","Location","Latitude","Longitude","Accident","Belts","Personal.Injury","Property.Damage","Fatal","Commercial.License","HAZMAT","Commercial.Vehicle","Alcohol","Work.Zone","State","VehicleType","Year","Make","Model","Color","Violation.Type","Charge","Article","Contributed.To.Accident","Race","Gender","Driver.City","Driver.State","DL.State","Arrest.Type","Geolocation","State2"
"234125","10/08/2015","19:00:00","MCP","2nd district, Bethesda","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","HAMPDEN LN / WISCONSIN AVENUE",38.9829983333333,-77.0940333333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"JEEP","WRANGLER","SILVER","Citation","16-116(a)","Transportation Article","No","OTHER","M","MOBILE","AL","AL","A - Marked Patrol","(38.9829983333333, -77.0940333333333)","Alabama"
"234382","10/08/2015","19:00:00","MCP","2nd district, Bethesda","DRIVING MOTOR VEH WHILE LIC. SUSPENDED IN OTHER STATE FOR FAILURE TO APPEAR,FAILURE TO PAY FINE","HAMPDEN LN / WISCONSIN AVENUE",38.9829983333333,-77.0940333333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"JEEP","WRANGLER","SILVER","Citation","16-303(i)","Transportation Article","No","OTHER","M","MOBILE","AL","AL","A - Marked Patrol","(38.9829983333333, -77.0940333333333)","Alabama"
"234638","10/08/2015","19:00:00","MCP","2nd district, Bethesda","POSSESSING SUSPENDED LIC.","HAMPDEN LN / WISCONSIN AVENUE",38.9829983333333,-77.0940333333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"JEEP","WRANGLER","SILVER","Citation","16-301(j)","Transportation Article","No","OTHER","M","MOBILE","AL","AL","A - Marked Patrol","(38.9829983333333, -77.0940333333333)","Alabama"
"234893","10/08/2015","19:00:00","MCP","2nd district, Bethesda","DISPLAY SUSPENDED LIC.","HAMPDEN LN / WISCONSIN AVENUE",38.9829983333333,-77.0940333333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"JEEP","WRANGLER","SILVER","Citation","16-301(e)","Transportation Article","No","OTHER","M","MOBILE","AL","AL","A - Marked Patrol","(38.9829983333333, -77.0940333333333)","Alabama"
"236468","03/11/2014","18:52:00","MCP","1st district, Rockville","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","FIRST ST / TAFT ST",39.0927666666667,-77.1364383333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"KIA","SPORTAGE","BLACK","Citation","16-101(a)","Transportation Article","No","HISPANIC","M","ROCKVILLE","MD","MD","A - Marked Patrol","(39.0927666666667, -77.1364383333333)","Alabama"
"236716","03/11/2014","18:52:00","MCP","1st district, Rockville","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","FIRST ST / TAFT ST",39.0927666666667,-77.1364383333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"KIA","SPORTAGE","BLACK","Citation","13-401(b1)","Transportation Article","No","HISPANIC","M","ROCKVILLE","MD","MD","A - Marked Patrol","(39.0927666666667, -77.1364383333333)","Alabama"
"236965","03/11/2014","18:52:00","MCP","1st district, Rockville","KNOWINGLY DRIVING UNINSURED VEHICLE","FIRST ST / TAFT ST",39.0927666666667,-77.1364383333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"KIA","SPORTAGE","BLACK","Citation","17-107","Transportation Article","No","HISPANIC","M","ROCKVILLE","MD","MD","A - Marked Patrol","(39.0927666666667, -77.1364383333333)","Alabama"
"237217","03/11/2014","18:52:00","MCP","1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","FIRST ST / TAFT ST",39.0927666666667,-77.1364383333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"KIA","SPORTAGE","BLACK","Citation","16-303(h)","Transportation Article","No","HISPANIC","M","ROCKVILLE","MD","MD","A - Marked Patrol","(39.0927666666667, -77.1364383333333)","Alabama"
"237466","03/11/2014","18:52:00","MCP","1st district, Rockville","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","FIRST ST / TAFT ST",39.0927666666667,-77.1364383333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"KIA","SPORTAGE","BLACK","Citation","16-303(c)","Transportation Article","No","HISPANIC","M","ROCKVILLE","MD","MD","A - Marked Patrol","(39.0927666666667, -77.1364383333333)","Alabama"
"237716","08/31/2012","09:36:00","MCP","3rd district, Silver Spring","UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE","BRIGGS CHANEY RD @ NB ROUTE 29",39.0874478833333,-76.9443879,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"MERZ","SL500","BLACK","Citation","13-703(g)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0874478833333, -76.9443879)","Alabama"
"237963","08/31/2012","09:36:00","MCP","3rd district, Silver Spring","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","BRIGGS CHANEY RD @ NB ROUTE 29",39.0874478833333,-76.9443879,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"MERZ","SL500","BLACK","Citation","13-401(b)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0874478833333, -76.9443879)","Alabama"
"238212","08/31/2012","09:36:00","MCP","3rd district, Silver Spring","CONDUCTING BUSINESS OF DEALER W/O LICENSE","BRIGGS CHANEY RD @ NB ROUTE 29",39.0874478833333,-76.9443879,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"MERZ","SL500","BLACK","Citation","15-302(a)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0874478833333, -76.9443879)","Alabama"
"238936","04/10/2012","16:59:00","MCP","3rd district, Silver Spring","OPERATOR NOT RESTRAINED BY SEATBELT","GEORGIA AVE / 495",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2008,"CHEVY","TK","WHITE","Citation","22-412.3(b)","Transportation Article","No","WHITE","F","WASHINGTON","DC","AL","A - Marked Patrol","","Alabama"
"239182","04/10/2012","16:59:00","MCP","3rd district, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","GEORGIA AVE / 495",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2008,"CHEVY","TK","WHITE","Citation","13-409(b)","Transportation Article","No","WHITE","F","WASHINGTON","DC","AL","A - Marked Patrol","","Alabama"
"249015","09/10/2013","17:31:00","MCP","3rd district, Silver Spring","DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION","833 WAYNE AVENUE",38.9973868333333,-77.0215374333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"TOYOTA","MATRIX","BLUE","Citation","21-402(a)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","AL","A - Marked Patrol","(38.9973868333333, -77.0215374333333)","Alabama"
"249266","09/10/2013","17:31:00","MCP","3rd district, Silver Spring","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","833 WAYNE AVENUE",38.9973868333333,-77.0215374333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"TOYOTA","MATRIX","BLUE","Citation","16-112(c)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","AL","A - Marked Patrol","(38.9973868333333, -77.0215374333333)","Alabama"
"249493","09/10/2013","17:31:00","MCP","3rd district, Silver Spring","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","833 WAYNE AVENUE",38.9973868333333,-77.0215374333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"TOYOTA","MATRIX","BLUE","Citation","16-116(a)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","AL","A - Marked Patrol","(38.9973868333333, -77.0215374333333)","Alabama"
"258621","06/01/2012","22:02:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","WISCONSIN AVENUE @ MONTGOMERY LANE",38.9786948166667,-77.0915893666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"NISSAN","350Z","BLACK","Citation","13-411(f)","Transportation Article","No","WHITE","M","MADISON","AL","AL","A - Marked Patrol","(38.9786948166667, -77.0915893666667)","Alabama"
"258816","06/01/2012","22:02:00","MCP","2nd district, Bethesda","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","WISCONSIN AVENUE @ MONTGOMERY LANE",38.9786948166667,-77.0915893666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"NISSAN","350Z","BLACK","Citation","13-401(b)","Transportation Article","No","WHITE","M","MADISON","AL","AL","A - Marked Patrol","(38.9786948166667, -77.0915893666667)","Alabama"
"259010","06/01/2012","22:02:00","MCP","2nd district, Bethesda","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","WISCONSIN AVENUE @ MONTGOMERY LANE",38.9786948166667,-77.0915893666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"NISSAN","350Z","BLACK","Citation","16-101(a)","Transportation Article","No","WHITE","M","MADISON","AL","AL","A - Marked Patrol","(38.9786948166667, -77.0915893666667)","Alabama"
"262742","08/09/2014","00:12:00","MCP","5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","SB FREDERICK RD AND COLLINS DR",NA,NA,"No","No","No","No","No","Yes","No","No","No","No","AL","02 - Automobile",2009,"GMC","CANYON","SILVER","Citation","21-901.1(b)","Transportation Article","No","WHITE","M","HUNTSVILLE","AL","AL","A - Marked Patrol","","Alabama"
"262974","08/09/2014","00:12:00","MCP","5th district, Germantown","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","SB FREDERICK RD AND COLLINS DR",NA,NA,"No","No","No","No","No","Yes","No","No","No","No","AL","02 - Automobile",2009,"GMC","CANYON","SILVER","Citation","21-902(a1)","Transportation Article","No","WHITE","M","HUNTSVILLE","AL","AL","A - Marked Patrol","","Alabama"
"263180","08/09/2014","00:12:00","MCP","5th district, Germantown","DRIVING WHILE IMPAIRED BY ALCOHOL","SB FREDERICK RD AND COLLINS DR",NA,NA,"No","No","No","No","No","Yes","No","No","No","No","AL","02 - Automobile",2009,"GMC","CANYON","SILVER","Citation","21-902(b1)","Transportation Article","No","WHITE","M","HUNTSVILLE","AL","AL","A - Marked Patrol","","Alabama"
"285974","10/28/2014","16:47:00","MCP","2nd district, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","FREDERICK AVE AT KENT ST",39.022155,-77.069885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"TOYOTA","CAMRY","GRAY","Citation","21-201(a1)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","NC","A - Marked Patrol","(39.022155, -77.069885)","Alabama"
"286147","10/28/2014","16:47:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","FREDERICK AVE AT KENT ST",39.022155,-77.069885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"TOYOTA","CAMRY","GRAY","Citation","13-411(f)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","NC","A - Marked Patrol","(39.022155, -77.069885)","Alabama"
"293754","05/20/2012","01:38:00","MCP","2nd district, Bethesda","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","21-204(b)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"293913","05/20/2012","01:38:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","13-411(f)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"294066","05/20/2012","01:38:00","MCP","2nd district, Bethesda","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","21-902(a1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"294225","05/20/2012","01:38:00","MCP","2nd district, Bethesda","DRIVING WHILE IMPAIRED BY ALCOHOL","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","21-902(b1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"294370","05/20/2012","01:38:00","MCP","2nd district, Bethesda","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","16-303(c)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"294517","05/20/2012","01:38:00","MCP","2nd district, Bethesda","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","16-303(h)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"294671","05/20/2012","01:38:00","MCP","2nd district, Bethesda","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","WAYNE AVE @ DALE DR",38.9994123,-77.0152170666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"FORD","EXPLORER","BLUE","Citation","16-101(a)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.9994123, -77.0152170666667)","Alabama"
"301219","05/09/2014","16:22:00","MCP","3rd district, Silver Spring","ALLOWING UNREG. VEH. TO BE DRIVEN ON HWY.","BRIGGS CHANEY RD/ROUTE 29",39.084125,-76.950705,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","13-401(c)","Transportation Article","No","HISPANIC","F","SILVER SPRING","MD","MD","A - Marked Patrol","(39.084125, -76.950705)","Alabama"
"301883","11/20/2013","20:46:00","MCP","Headquarters and Special Operations","EXCEEDING MAXIMUM SPEED: 69 MPH IN A POSTED 60 MPH ZONE","MD RT 200 / LAYHILL RD",39.0904033333333,-77.0278316666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"LEXUS","GS400","BLACK","Citation","21-801.1","Transportation Article","No","WHITE","M","ROCKVILLE","MD","MD","Q - Marked Laser","(39.0904033333333, -77.0278316666667)","Alabama"
"304846","09/09/2015","00:28:00","MCP","3rd district, Silver Spring","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","COLESVILLE RD/GEORGIA AVE",39.0009183333333,-77.0251866666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"NISSAN","350Z","BLUE","Citation","13-411(f)","Transportation Article","No","OTHER","M","CAPITOL HEIGHTS","MD","MD","A - Marked Patrol","(39.0009183333333, -77.0251866666667)","Alabama"
"306791","08/22/2015","23:35:00","MCP","3rd district, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","UNIVERSITY BLVD E @ ANNE ST",38.99096,-76.9899216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2002,"INFINITI","Q35","SILVER","Citation","13-409(b)","Transportation Article","No","HISPANIC","M","POTOMAC","MD","DC","A - Marked Patrol","(38.99096, -76.9899216666667)","Alabama"
"306912","08/22/2015","23:35:00","MCP","3rd district, Silver Spring","UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE","UNIVERSITY BLVD E @ ANNE ST",38.99096,-76.9899216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2002,"INFINITI","Q35","SILVER","Citation","13-703(g)","Transportation Article","No","HISPANIC","M","POTOMAC","MD","DC","A - Marked Patrol","(38.99096, -76.9899216666667)","Alabama"
"307051","08/22/2015","23:35:00","MCP","3rd district, Silver Spring","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","UNIVERSITY BLVD E @ ANNE ST",38.99096,-76.9899216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2002,"INFINITI","Q35","SILVER","Citation","13-401(b1)","Transportation Article","No","HISPANIC","M","POTOMAC","MD","DC","A - Marked Patrol","(38.99096, -76.9899216666667)","Alabama"
"307178","08/22/2015","23:35:00","MCP","3rd district, Silver Spring","FRAUDULENT APPLICATION FOR MVA ID CARD","UNIVERSITY BLVD E @ ANNE ST",38.99096,-76.9899216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2002,"INFINITI","Q35","SILVER","Citation","12-301(c)","Transportation Article","No","HISPANIC","M","POTOMAC","MD","DC","A - Marked Patrol","(38.99096, -76.9899216666667)","Alabama"
"309294","11/06/2013","15:06:00","MCP","3rd district, Silver Spring","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","SB I270/SAM EIG HWY",39.1262816666667,-77.201815,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1999,"CADILLAC","SEVILLE STS","WHITE","Citation","16-112(c)","Transportation Article","No","BLACK","M","DRUMS","PA","PA","A - Marked Patrol","(39.1262816666667, -77.201815)","Alabama"
"312130","05/09/2014","16:05:00","MCP","3rd district, Silver Spring","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","BRIGGS CHANEY RD AT OLD COLUMBIA PIKE",39.0841066666667,-76.950485,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","13-401(b1)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0841066666667, -76.950485)","Alabama"
"312211","05/09/2014","16:05:00","MCP","3rd district, Silver Spring","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS","BRIGGS CHANEY RD AT OLD COLUMBIA PIKE",39.0841066666667,-76.950485,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","13-411(c1)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0841066666667, -76.950485)","Alabama"
"312284","05/09/2014","16:05:00","MCP","3rd district, Silver Spring","FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE","BRIGGS CHANEY RD AT OLD COLUMBIA PIKE",39.0841066666667,-76.950485,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","22-412.2(d)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0841066666667, -76.950485)","Alabama"
"312357","05/09/2014","16:05:00","MCP","3rd district, Silver Spring","OCCUPANT UNDER 16 NOT RESTRAINED BY SEATBELT","BRIGGS CHANEY RD AT OLD COLUMBIA PIKE",39.0841066666667,-76.950485,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","22-412.3(b)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0841066666667, -76.950485)","Alabama"
